"i_code","region_abbr","wtw_name_en","wtw_name_cn","wtw_name_tc","tag_name_en","tag_name_cn","tag_name_tc","units","tag_type","dim_update_time","dim_load_time"
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_ClearWaterTank_Level_E_Level,水厂出水-西清水池液位,水廠出水-西清水池液位,m,LEVEL,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_ClearWaterTank_Level_W_Level,水厂出水-东清水池液位,水廠出水-東清水池液位,m,LEVEL,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FilterCommonDevices_InFlow_Flow,水厂滤池-入水瞬时流量,水廠濾池-入水瞬時流量,MLD,FLOW,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FilterCommonDevices_OutFlow,水厂滤池-出水瞬时流量,水廠濾池-出水瞬時流量,MLD,FLOW,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_ES_Fluoride_Fluoride,水厂出水-西厂氟,水廠出水-西廠氟,mg/L,FLUORIDE,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_ES_PH_PH,水厂出水-西厂PH,水廠出水-西廠PH,,PH,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_ES_ResChlorine_ResidualChlorine,水厂出水-西厂余氯,水廠出水-西廠餘氯,mg/L,CHLORINE,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_ES_Turbidity_Turbidity,水厂出水-西厂浊度,水廠出水-西廠濁度,NTU,TURBIDITY,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_WS_Fluoride_Fluoride,水厂出水-东厂氟,水廠出水-東廠氟,mg/L,FLUORIDE,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_WS_PH_PH,水厂出水-东厂PH,水廠出水-東廠PH,,PH,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_WS_ResChlorine_ResidualChlorine,水厂出水-东厂余氯,水廠出水-東廠餘氯,mg/L,CHLORINE,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_FinalWater_WS_Turbidity_Turbidity,水厂出水-东厂浊度,水廠出水-東廠濁度,NTU,TURBIDITY,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_RawWater_ES_PH_PH,水厂入水-西厂原水PH,水廠入水-西廠原水PH,,PH,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_RawWater_ES_Turbidity_Turbidity,水厂入水-西厂原水浊度,水廠入水-西廠原水濁度,NTU,TURBIDITY,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_RawWater_WS_PH_PH,水厂入水-东厂原水PH,水廠入水-東廠原水PH,,PH,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
TW005,NTW,Tsuen Wan Water Treatment Works,荃湾滤水厂,荃灣濾水廠,TW_RawWater_WS_Turbidity_Turbidity,水厂入水-东厂原水浊度,水廠入水-東廠原水濁度,NTU,TURBIDITY,2026-03-30 15:40:31.805,2026-03-30 15:40:31.805
