"installation_id","tag_name_en","tag_value","tag_value_avg","tag_value_min","tag_value_max","quality","tag_time","dm_update_time","dm_load_time"
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 17:09:34.560,2026-09-18 17:18:55.155,2026-09-18 17:18:55.155
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 17:24:34.800,2026-09-18 17:33:59.231,2026-09-18 17:33:59.231
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 17:39:34.720,2026-09-18 17:48:56.451,2026-09-18 17:48:56.451
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 17:54:34.750,2026-09-18 18:03:55.814,2026-09-18 18:03:55.814
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 18:09:34.700,2026-09-18 18:19:00.505,2026-09-18 18:19:00.505
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 18:24:34.750,2026-09-18 18:34:00.184,2026-09-18 18:34:00.184
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 18:39:34.640,2026-09-18 18:48:53.404,2026-09-18 18:48:53.404
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 18:54:34.900,2026-09-18 19:03:57.883,2026-09-18 19:03:57.883
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 19:09:34.530,2026-09-18 19:18:53.318,2026-09-18 19:18:53.318
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 19:24:34.440,2026-09-18 19:33:54.432,2026-09-18 19:33:54.432
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 19:39:34.720,2026-09-18 19:48:59.408,2026-09-18 19:48:59.408
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 19:54:34.460,2026-09-18 20:03:52.235,2026-09-18 20:03:52.235
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 20:09:34.950,2026-09-18 20:18:59.279,2026-09-18 20:18:59.279
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 20:24:34.940,2026-09-18 20:33:57.558,2026-09-18 20:33:57.558
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 20:39:34.840,2026-09-18 20:48:54.008,2026-09-18 20:48:54.008
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 20:54:34.960,2026-09-18 21:03:58.739,2026-09-18 21:03:58.739
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 21:09:34.780,2026-09-18 21:18:53.257,2026-09-18 21:18:53.257
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 21:24:34.920,2026-09-18 21:33:59.784,2026-09-18 21:33:59.784
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 21:39:34.240,2026-09-18 21:48:58.141,2026-09-18 21:48:58.141
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 21:54:34.690,2026-09-18 22:03:57.740,2026-09-18 22:03:57.740
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 22:09:34.980,2026-09-18 22:18:54.445,2026-09-18 22:18:54.445
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 22:24:34.940,2026-09-18 22:34:04.798,2026-09-18 22:34:04.798
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 22:39:34.800,2026-09-18 22:48:56.256,2026-09-18 22:48:56.256
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 22:54:34.350,2026-09-18 23:03:59.181,2026-09-18 23:03:59.181
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 23:09:34.800,2026-09-18 23:18:57.183,2026-09-18 23:18:57.183
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 23:24:34.370,2026-09-18 23:33:59.998,2026-09-18 23:33:59.998
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 23:39:34.850,2026-09-18 23:48:58.273,2026-09-18 23:48:58.273
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-18 23:54:34.520,2026-09-19 00:03:53.661,2026-09-19 00:03:53.661
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 00:09:34.700,2026-09-19 00:18:58.281,2026-09-19 00:18:58.281
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 00:24:34.950,2026-09-19 00:34:01.495,2026-09-19 00:34:01.495
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 00:39:34.970,2026-09-19 00:48:57.985,2026-09-19 00:48:57.985
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 00:54:34.340,2026-09-19 01:03:59.858,2026-09-19 01:03:59.858
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 01:09:34.500,2026-09-19 01:18:52.251,2026-09-19 01:18:52.251
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 01:24:34.100,2026-09-19 01:34:05.279,2026-09-19 01:34:05.279
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 01:39:34.990,2026-09-19 01:48:56.693,2026-09-19 01:48:56.693
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 01:54:34.760,2026-09-19 02:03:53.801,2026-09-19 02:03:53.801
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 02:09:34.720,2026-09-19 02:19:05.683,2026-09-19 02:19:05.683
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 02:24:34.550,2026-09-19 02:33:57.002,2026-09-19 02:33:57.002
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 02:39:34.900,2026-09-19 02:49:00.415,2026-09-19 02:49:00.415
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 02:54:33.860,2026-09-19 03:04:01.915,2026-09-19 03:04:01.915
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 03:09:33.840,2026-09-19 03:18:58.317,2026-09-19 03:18:58.317
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 03:24:34.300,2026-09-19 03:33:54.793,2026-09-19 03:33:54.793
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 03:39:33.900,2026-09-19 03:48:57.194,2026-09-19 03:48:57.194
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 03:54:33.360,2026-09-19 04:03:58.683,2026-09-19 04:03:58.683
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 04:09:33.870,2026-09-19 04:18:54.073,2026-09-19 04:18:54.073
TW011,TO_OutletFL_Rev_Hart,0.00000,0.00000,0.00000,0.00000,0,2026-09-19 04:24:33.150,2026-09-19 04:33:57.605,2026-09-19 04:33:57.605
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 17:09:33.800,2026-09-18 17:03:53.063,2026-09-18 17:03:53.063
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 17:24:33.580,2026-09-18 17:18:55.768,2026-09-18 17:18:55.768
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 17:39:34.400,2026-09-18 17:33:55.703,2026-09-18 17:33:55.703
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 17:54:34.440,2026-09-18 17:48:53.658,2026-09-18 17:48:53.658
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 18:09:34.700,2026-09-18 18:03:58.301,2026-09-18 18:03:58.301
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 18:24:34.650,2026-09-18 18:18:58.383,2026-09-18 18:18:58.383
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 18:39:34.470,2026-09-18 18:33:59.900,2026-09-18 18:33:59.900
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 18:54:34.700,2026-09-18 18:49:02.422,2026-09-18 18:49:02.422
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 19:09:34.200,2026-09-18 19:03:59.708,2026-09-18 19:03:59.708
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 19:24:34.820,2026-09-18 19:18:58.073,2026-09-18 19:18:58.073
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 19:39:34.790,2026-09-18 19:33:55.805,2026-09-18 19:33:55.805
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 19:54:34.300,2026-09-18 19:48:58.226,2026-09-18 19:48:58.226
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 20:09:34.890,2026-09-18 20:03:56.830,2026-09-18 20:03:56.830
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 20:24:34.470,2026-09-18 20:18:53.258,2026-09-18 20:18:53.258
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 20:39:34.400,2026-09-18 20:33:56.760,2026-09-18 20:33:56.760
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 20:54:34.940,2026-09-18 20:48:53.390,2026-09-18 20:48:53.390
TW009,FWCRAV,1.08290,1.08290,1.08290,1.08290,0,2026-09-18 21:09:34.650,2026-09-18 21:03:56.753,2026-09-18 21:03:56.753
