"id","region","item_code","item_name","item_value","unit","etl_time","dt","dm_update_time","dm_load_time"
"00d2b06a-81e2-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_254,Impounding Reservoir Current Yield ML,634.67214,ML,2026-08-24 20:04:26.978,20050331,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f04011de-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,1012.92308,ML,2026-08-24 20:04:26.978,20050401,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e75d81c8-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,552.80615,ML,2026-08-24 20:04:26.978,20050402,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
ef526bfa-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,346.20503,ML,2026-08-24 20:04:26.978,20050403,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fd4eeaf8-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,362.49888,ML,2026-08-24 20:04:26.978,20050404,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"021a8aec-81e2-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_254,Impounding Reservoir Current Yield ML,409.29658,ML,2026-08-24 20:04:26.978,20050405,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fabb982c-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,475.37572,ML,2026-08-24 20:04:26.978,20050406,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f9dc67ec-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,590.08620,ML,2026-08-24 20:04:26.978,20050407,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
ee57a1e8-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,582.13066,ML,2026-08-24 20:04:26.978,20050408,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fa7beda8-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,578.63701,ML,2026-08-24 20:04:26.978,20050409,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e7f0d1ee-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,378.49761,ML,2026-08-24 20:04:26.978,20050410,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fea6d62c-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,612.86565,ML,2026-08-24 20:04:26.978,20050411,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f39a1190-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,647.81223,ML,2026-08-24 20:04:26.978,20050412,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
ee32f910-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,1296.94022,ML,2026-08-24 20:04:26.978,20050413,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f0cab4b0-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,476.93735,ML,2026-08-24 20:04:26.978,20050414,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
eda32312-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,541.34094,ML,2026-08-24 20:04:26.978,20050415,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e8f7e794-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,365.55099,ML,2026-08-24 20:04:26.978,20050416,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e2e2c16c-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,492.40564,ML,2026-08-24 20:04:26.978,20050417,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e22f28fa-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,512.98113,ML,2026-08-24 20:04:26.978,20050418,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e99f991c-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,481.47751,ML,2026-08-24 20:04:26.978,20050419,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f4237eda-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,492.88845,ML,2026-08-24 20:04:26.978,20050420,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"017c7802-81e2-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_254,Impounding Reservoir Current Yield ML,562.39090,ML,2026-08-24 20:04:26.978,20050421,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f21115d0-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,498.48068,ML,2026-08-24 20:04:26.978,20050422,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fe08aa38-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,508.52159,ML,2026-08-24 20:04:26.978,20050423,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f5eca9ee-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,323.02684,ML,2026-08-24 20:04:26.978,20050424,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e124b5d8-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,1193.57054,ML,2026-08-24 20:04:26.978,20050425,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f90e3cd2-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,7685.69642,ML,2026-08-24 20:04:26.978,20050426,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f5920278-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,7576.96091,ML,2026-08-24 20:04:26.978,20050427,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"01b9892c-81e2-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_254,Impounding Reservoir Current Yield ML,658.22509,ML,2026-08-24 20:04:26.978,20050428,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fdb5eece-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,703.52954,ML,2026-08-24 20:04:26.978,20050429,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e9e32cea-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,8154.25733,ML,2026-08-24 20:04:26.978,20050430,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fb2ed5b2-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,7986.12661,ML,2026-08-24 20:04:26.978,20050501,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"00780de0-81e2-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_254,Impounding Reservoir Current Yield ML,8004.11283,ML,2026-08-24 20:04:26.978,20050502,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e27ccef2-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,426.91988,ML,2026-08-24 20:04:26.978,20050503,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fc449342-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,5.14300,ML,2026-08-24 20:04:26.978,20050331,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f660d418-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,12.37072,ML,2026-08-24 20:04:26.978,20050401,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
ea308a44-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,6.45209,ML,2026-08-24 20:04:26.978,20050402,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fc8d4704-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,8.36772,ML,2026-08-24 20:04:26.978,20050403,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f26aa65e-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,5.89005,ML,2026-08-24 20:04:26.978,20050404,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fc78129e-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,7.06443,ML,2026-08-24 20:04:26.978,20050405,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"016eae02-81e2-8b3f-fc75-fa163e9bb5e8",HKI,bi_p_254,Impounding Reservoir Current Yield ML,7.75836,ML,2026-08-24 20:04:26.978,20050406,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e1927adc-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,7.66045,ML,2026-08-24 20:04:26.978,20050407,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"0162f33c-81e2-8b3f-fc75-fa163e9bb5e8",HKI,bi_p_254,Impounding Reservoir Current Yield ML,20.67271,ML,2026-08-24 20:04:26.978,20050408,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
ea207f28-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,10.99841,ML,2026-08-24 20:04:26.978,20050409,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
ebc54502-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,6.22227,ML,2026-08-24 20:04:26.978,20050410,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e6e44f88-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,10.20968,ML,2026-08-24 20:04:26.978,20050411,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
eaa353f8-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,15.31234,ML,2026-08-24 20:04:26.978,20050412,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e7c843c8-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,18.03566,ML,2026-08-24 20:04:26.978,20050413,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"02d252ee-81e2-8b3f-fc75-fa163e9bb5e8",HKI,bi_p_254,Impounding Reservoir Current Yield ML,12.41685,ML,2026-08-24 20:04:26.978,20050414,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"0373ac5c-81e2-8b3f-fc75-fa163e9bb5e8",HKI,bi_p_254,Impounding Reservoir Current Yield ML,2.35363,ML,2026-08-24 20:04:26.978,20050415,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f1a6fc90-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,2.71260,ML,2026-08-24 20:04:26.978,20050416,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f8b57b06-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,1.32295,ML,2026-08-24 20:04:26.978,20050417,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fa9cf39a-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,-0.28734,ML,2026-08-24 20:04:26.978,20050418,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fbcaaa64-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,6.17394,ML,2026-08-24 20:04:26.978,20050419,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e5b7ae02-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,3.93124,ML,2026-08-24 20:04:26.978,20050420,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e5add10c-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,6.03441,ML,2026-08-24 20:04:26.978,20050421,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f1e4a89c-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,8.27548,ML,2026-08-24 20:04:26.978,20050422,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e3e2cf3a-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,16.45738,ML,2026-08-24 20:04:26.978,20050423,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e62aceaa-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,2.77100,ML,2026-08-24 20:04:26.978,20050424,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
ea2b220c-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,14.64895,ML,2026-08-24 20:04:26.978,20050425,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e4128cd4-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,6.54679,ML,2026-08-24 20:04:26.978,20050426,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e3c36212-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,115.16286,ML,2026-08-24 20:04:26.978,20050427,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f1c82898-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,50.24540,ML,2026-08-24 20:04:26.978,20050428,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e6c9606a-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,8.51559,ML,2026-08-24 20:04:26.978,20050429,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f40ece18-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,4.51267,ML,2026-08-24 20:04:26.978,20050430,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e33e1c06-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,7.84862,ML,2026-08-24 20:04:26.978,20050501,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fd8cf9a6-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,3.95852,ML,2026-08-24 20:04:26.978,20050502,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
ef9dfa48-81e1-8b3f-fc75-fa163e9bb5e8,HKI,bi_p_254,Impounding Reservoir Current Yield ML,13.61564,ML,2026-08-24 20:04:26.978,20050503,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f89b0136-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,8058.31150,ML,2026-08-24 20:04:26.978,20050504,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f58f5c6c-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,1149.22135,ML,2026-08-24 20:04:26.978,20050505,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
ff494ccc-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,8678.97284,ML,2026-08-24 20:04:26.978,20050506,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"01fced02-81e2-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_254,Impounding Reservoir Current Yield ML,8029.72514,ML,2026-08-24 20:04:26.978,20050507,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"01fdf8e6-81e2-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_254,Impounding Reservoir Current Yield ML,9201.08726,ML,2026-08-24 20:04:26.978,20050508,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"020f0c62-81e2-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_254,Impounding Reservoir Current Yield ML,13155.28364,ML,2026-08-24 20:04:26.978,20050509,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f0197718-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,10464.24264,ML,2026-08-24 20:04:26.978,20050510,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
fdbc831a-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,285.90928,ML,2026-08-24 20:04:26.978,20050511,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
efd51d20-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,388.66541,ML,2026-08-24 20:04:26.978,20050512,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f751ac8a-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,1137.17238,ML,2026-08-24 20:04:26.978,20050513,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e550d1a0-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,-78.29105,ML,2026-08-24 20:04:26.978,20050514,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f4e36fc4-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,1321.40242,ML,2026-08-24 20:04:26.978,20050515,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
e37c7438-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,116.30749,ML,2026-08-24 20:04:26.978,20050516,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f199a7de-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,-661.43289,ML,2026-08-24 20:04:26.978,20050517,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
"035e79ea-81e2-8b3f-fc75-fa163e9bb5e8",NTE,bi_p_254,Impounding Reservoir Current Yield ML,2874.29171,ML,2026-08-24 20:04:26.978,20050518,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f8427d4a-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,1584.98823,ML,2026-08-24 20:04:26.978,20050519,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
f9baa4ea-81e1-8b3f-fc75-fa163e9bb5e8,NTE,bi_p_254,Impounding Reservoir Current Yield ML,1400.70447,ML,2026-08-24 20:04:26.978,20050520,2026-08-24 20:04:26.978,2026-08-24 20:04:26.978
