"installation_id","tag_name","comment","value","time","unit","water_biz_type","dm_update_time","dm_load_time"
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.41400,2026-03-20 00:11:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.40700,2026-03-20 00:27:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.39700,2026-03-20 00:59:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.37400,2026-03-20 02:04:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.35000,2026-03-20 03:34:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.28000,2026-03-20 05:37:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.26600,2026-03-20 06:17:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.40200,2026-03-20 00:39:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.38700,2026-03-20 01:27:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.38000,2026-03-20 01:48:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.36900,2026-03-20 02:19:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.35800,2026-03-20 03:07:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.34300,2026-03-20 03:55:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.34000,2026-03-20 04:01:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.33400,2026-03-20 04:15:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.31400,2026-03-20 04:37:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.28400,2026-03-20 05:25:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.27500,2026-03-20 05:55:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.25700,2026-03-20 06:46:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.25300,2026-03-20 07:00:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.24900,2026-03-20 07:10:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.23800,2026-03-20 07:52:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.23600,2026-03-20 07:58:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.23500,2026-03-20 08:02:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.23200,2026-03-20 08:13:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.21700,2026-03-20 09:04:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.21500,2026-03-20 09:17:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.18800,2026-03-20 10:54:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.18500,2026-03-20 11:11:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.24300,2026-03-20 07:31:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.20600,2026-03-20 09:51:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.19700,2026-03-20 10:24:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.19400,2026-03-20 10:37:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.17700,2026-03-20 11:41:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.14400,2026-03-20 13:29:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.13700,2026-03-20 13:57:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.13100,2026-03-20 14:26:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.41800,2026-03-20 00:02:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.39300,2026-03-20 01:12:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.36300,2026-03-20 02:45:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.36100,2026-03-20 02:51:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.35200,2026-03-20 03:25:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.33500,2026-03-20 04:13:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.30000,2026-03-20 04:51:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.29100,2026-03-20 05:07:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.17300,2026-03-20 11:54:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.17100,2026-03-20 12:00:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.16400,2026-03-20 12:24:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.14000,2026-03-20 13:46:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.10400,2026-03-20 16:16:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.09500,2026-03-20 16:55:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77600,2026-03-20 00:27:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77600,2026-03-20 00:59:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77300,2026-03-20 02:19:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77100,2026-03-20 02:51:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.76800,2026-03-20 03:27:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.76700,2026-03-20 03:34:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.76000,2026-03-20 04:51:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.75700,2026-03-20 05:25:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.75600,2026-03-20 05:37:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77600,2026-03-20 00:02:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77600,2026-03-20 00:11:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77600,2026-03-20 00:39:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77500,2026-03-20 01:12:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77400,2026-03-20 01:48:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.76900,2026-03-20 03:07:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.76500,2026-03-20 03:55:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.76400,2026-03-20 04:02:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.76100,2026-03-20 04:37:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.75900,2026-03-20 05:07:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.75100,2026-03-20 06:47:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.75000,2026-03-20 07:00:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.74900,2026-03-20 07:10:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.74400,2026-03-20 08:02:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.74300,2026-03-20 08:29:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.74200,2026-03-20 08:45:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.74000,2026-03-20 09:17:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73600,2026-03-20 10:37:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73400,2026-03-20 11:11:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73400,2026-03-20 11:25:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.74700,2026-03-20 07:31:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.74400,2026-03-20 08:13:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73900,2026-03-20 09:29:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73500,2026-03-20 10:54:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73300,2026-03-20 12:09:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73100,2026-03-20 12:56:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73100,2026-03-20 13:29:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73000,2026-03-20 14:10:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.72900,2026-03-20 14:50:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77500,2026-03-20 01:27:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77400,2026-03-20 02:04:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.77100,2026-03-20 02:45:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.76300,2026-03-20 04:13:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.76300,2026-03-20 04:15:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.75500,2026-03-20 05:55:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.75300,2026-03-20 06:17:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73300,2026-03-20 11:54:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73200,2026-03-20 12:43:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00103,FWSRNW04023Q00103,0.73100,2026-03-20 13:11:00.000,NTU,TURBITIDY,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.08100,2026-03-20 18:10:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.11000,2026-03-20 15:50:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.10800,2026-03-20 15:58:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.10700,2026-03-20 16:03:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.09300,2026-03-20 17:05:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.08400,2026-03-20 17:48:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.07700,2026-03-20 18:36:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.07000,2026-03-20 19:13:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.06700,2026-03-20 19:30:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.06300,2026-03-20 19:56:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.06200,2026-03-20 20:01:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.26300,2026-03-20 06:27:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.22800,2026-03-20 08:27:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.22300,2026-03-20 08:45:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.21200,2026-03-20 09:29:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.20200,2026-03-20 10:06:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.18200,2026-03-20 11:25:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.16900,2026-03-20 12:09:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
SR080,FWSRNW04023Q00102,FWSRNW04023Q00102,7.07400,2026-03-20 18:54:00.000,"",PH,2026-03-30 21:57:47.092,2026-03-30 21:57:47.092
