"i_code","region_abbr","wtw_name_en","wtw_name_cn","wtw_name_tc","tag_name_en","tag_name_cn","tag_name_tc","units","tag_type","dim_update_time","dim_load_time"
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"89FIT2111T_sACCF",水厂出水_蝴蝶谷配水库食水干管1累计流量,水廠出水_蝴蝶谷配水庫食水幹管1累計流量,m3,FLOW,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"89FIT2111T_TDAYF",水厂出水_蝴蝶谷配水库食水干管1当天累计流量,水廠出水_蝴蝶谷配水庫食水幹管1當天累積流量,m3,FLOW,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"89FIT2111T_YDAYF",水厂出水_蝴蝶谷配水库食水干管1昨天累计流量,水廠出水_蝴蝶谷配水庫食水幹管1昨天累計流量,m3,FLOW,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"89FIT2211T_sACCF",水厂出水_蝴蝶谷配水库食水干管2累计流量,水廠出水_蝴蝶谷配水庫食水幹管2累計流量,m3,FLOW,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"89FIT2211T_TDAYF",水厂出水_蝴蝶谷配水库食水干管2当天累计流量,水廠出水_蝴蝶谷配水庫食水幹管2當天累積流量,m3,FLOW,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"89FIT2211T_YDAYF",水厂出水_蝴蝶谷配水库食水干管2昨天累计流量,水廠出水_蝴蝶谷配水庫食水幹管2昨天累計流量,m3,FLOW,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"93FIT3011T_sACCF",水厂出水_蟠村园配水库食水累计流量,水廠出水_蟠邨園配水庫食水累計流量,m3,FLOW,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"93FIT3011T_TDAYF",水厂出水_蟠村园配水库食水当天累计流量,水廠出水_蟠邨園配水庫食水當天累積流量,m3,FLOW,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"93FIT3011T_YDAYF",水厂出水_蟠村园配水库食水昨天累计流量,水廠出水_蟠邨園配水庫食水昨天累計流量,m3,FLOW,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"99QIT0007A_sPV",水厂入水_原水水质溶解性有机碳,水廠入水_原水水質溶解性有機碳,mg/L,DOC,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,"99QIT0007_sPV",水厂入水_原水水质色度,水廠入水_原水水質色度,mg/L,COLOR,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,B91PIT2201_sPV,水厂出水_蝴蝶谷食水供水压力,水廠出水_蝴蝶穀食水供水壓力,bar,PRESSURE,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,B91PIT3001_sPV,水厂出水_大埔头和蟠村园食水供水压力,水廠出水_大埔頭及蟠村園食水供水壓力,bar,PRESSURE,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,B99QIT2207_sPV,水厂出水_食水水质浊度,水廠出水_食水水質濁度,NTU,TURBIDITY,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,B99QIT2208_sPV,水厂出水_食水水质PH,水廠出水_食水水質PH,"4",PH,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,B99QIT2209_sPV,水厂出水_食水水质余氯,水廠出水_食水水質餘氯,mg/L,CHLORINE,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
TW026,NTE,Tai Po WTW,大埔濾水廠,大埔滤水厂,B99QIT2210_sPV,水厂出水_食水水质氟,水廠出水_食水水質氟,mg/L,FLUORIDE,2026-02-05 13:59:30.094,2026-02-05 13:59:30.094
