"id","sensor_code","sensor_value","sensor_time","dm_update_time","dm_load_time"
f6020a943fc042b1a22fddadee55c766,FWSRKN04020Q00101,0.000000,2025-06-25 11:46:00.000,2026-04-13 18:00:15.101,2026-04-13 18:00:15.101
"6a30332254554343a23f249ccc04b07e",FWPRKN04052Q00201,0.000000,2025-06-24 15:15:00.000,2026-04-13 18:00:15.101,2026-04-13 18:00:15.101
b3f073c45336437cacafc49db33b9a4d,FWSRKN04020Q00104,0.035000,2025-06-25 11:46:00.000,2026-04-13 18:00:15.101,2026-04-13 18:00:15.101
"6307610cc759469eb0835735204dbc59",FWWMNW04001Q00101,0.250000,2026-04-08 21:04:00.000,2026-04-08 21:20:13.872,2026-04-08 21:20:13.872
"53d62c26b21445ad89b69030998a6b7b",FWWMNW04001Q00104,176.515200,2026-04-08 21:04:00.000,2026-04-08 21:20:13.872,2026-04-08 21:20:13.872
ebc6598a0e0d4d2ebfdc7734e7d31bb3,FWWMNW03001Q00102,8.417000,2026-04-08 21:01:00.000,2026-04-08 21:20:13.872,2026-04-08 21:20:13.872
"8c511ce82e4d4eba8e9bdca628685053",FWWMNW04001Q00101,0.256000,2026-04-08 21:16:00.000,2026-04-08 21:26:40.893,2026-04-08 21:26:40.893
feea3fc4c21c4740b0677aa38ac424c8,FWWMNW04001Q00104,176.223900,2026-04-08 21:14:00.000,2026-04-08 21:26:40.893,2026-04-08 21:26:40.893
"04b1e584ace54224883aa36418239725",FWWMNW03001Q00102,8.419000,2026-04-08 21:14:00.000,2026-04-08 21:26:40.893,2026-04-08 21:26:40.893
bf815a72470a4beaa02c483200cbc152,FWWMNW04001Q00101,0.256000,2026-04-08 21:35:00.000,2026-04-08 21:46:34.653,2026-04-08 21:46:34.653
"120f4f3087794970bec47345b58aa4ef",FWWMNW03001Q00102,8.421000,2026-04-08 21:35:00.000,2026-04-08 21:46:34.653,2026-04-08 21:46:34.653
"6d7672d2d7df4a25a79d9951d23839e8",FWWMNW04001Q00104,176.312300,2026-04-08 21:40:00.000,2026-04-08 21:50:15.863,2026-04-08 21:50:15.863
"100a19d76dfa471d9fce675046c39b8b",FWWMNW04001Q00101,0.262000,2026-04-08 21:52:00.000,2026-04-08 22:06:35.138,2026-04-08 22:06:35.138
d63d65b8ddbf43a59dc76186222a097c,FWWMNW04001Q00104,176.365500,2026-04-08 21:57:00.000,2026-04-08 22:06:35.138,2026-04-08 22:06:35.138
"2a29199633bc4bca88ace2f35defd60b",FWWMNW03001Q00102,8.423000,2026-04-08 21:52:00.000,2026-04-08 22:06:35.138,2026-04-08 22:06:35.138
e7ec1e76e3a84f1da35ff0d461b7151e,FWWMNW04001Q00101,0.249000,2026-04-08 22:09:00.000,2026-04-08 22:20:15.812,2026-04-08 22:20:15.812
"3911bffc23184004aacc509b9d1b6579",FWWMNW04001Q00104,175.996600,2026-04-08 22:11:00.000,2026-04-08 22:20:15.812,2026-04-08 22:20:15.812
"2e5849e0541343f584626b2bc0e5bb54",FWWMNW03001Q00102,8.426000,2026-04-08 22:08:00.000,2026-04-08 22:20:15.812,2026-04-08 22:20:15.812
"12bc82e5132243f9ae2faaf3115d77b2",FWWMNW04001Q00101,0.270000,2026-04-08 22:26:00.000,2026-04-08 22:35:15.669,2026-04-08 22:35:15.669
"90df6a9aa1d04f0d97c35235600eecab",FWWMNW03001Q00102,8.428000,2026-04-08 22:26:00.000,2026-04-08 22:35:15.669,2026-04-08 22:35:15.669
c6db5d5b8ac9433b81422e5b99e55675,FWWMNW04001Q00104,176.781800,2026-04-08 22:31:00.000,2026-04-08 22:40:15.317,2026-04-08 22:40:15.317
da1101aa7f8d47f6890320f21062c62e,FWWMNW04001Q00101,0.293000,2026-04-08 22:37:00.000,2026-04-08 22:45:15.899,2026-04-08 22:45:15.899
c8d3daca03ca4e318b3fe149a27c25f6,FWWMNW04001Q00104,176.580700,2026-04-08 22:35:00.000,2026-04-08 22:45:15.899,2026-04-08 22:45:15.899
d38d12a5a3e64050a5d9241f19f3b8fe,FWWMNW03001Q00102,8.430000,2026-04-08 22:33:00.000,2026-04-08 22:45:15.899,2026-04-08 22:45:15.899
f056fa093f6e4af8a937fda9a6e013c0,FWWMNW04001Q00101,0.304000,2026-04-08 23:01:00.000,2026-04-08 23:11:41.351,2026-04-08 23:11:41.351
a9090c6f85024712b562df809f6f2bec,FWWMNW04001Q00104,176.660000,2026-04-08 23:03:00.000,2026-04-08 23:11:41.351,2026-04-08 23:11:41.351
"3511e99443974c298a8fc7b9fa1a37d5",FWWMNW03001Q00102,8.434000,2026-04-08 22:59:00.000,2026-04-08 23:11:41.351,2026-04-08 23:11:41.351
dae9ee080d0d4b649314e9828334300e,FWWMNW04001Q00101,0.304000,2026-04-08 23:16:00.000,2026-04-08 23:25:14.920,2026-04-08 23:25:14.920
"49b3bd507956451f99194c5476032fb2",FWWMNW04001Q00104,176.980000,2026-04-08 23:22:00.000,2026-04-08 23:31:35.016,2026-04-08 23:31:35.016
f8dba429e783432d9fb86db369a86559,FWWMNW03001Q00102,8.436000,2026-04-08 23:20:00.000,2026-04-08 23:31:35.016,2026-04-08 23:31:35.016
dd388cb2e11f4930b7a6fbd53379024b,FWWMNW04001Q00101,0.305000,2026-04-08 23:35:00.000,2026-04-08 23:45:15.146,2026-04-08 23:45:15.146
c6457776d2e74b37a3f4c47b7fba290b,FWWMNW03001Q00102,8.439000,2026-04-08 23:35:00.000,2026-04-08 23:45:15.146,2026-04-08 23:45:15.146
ad2549ccb64a4e499061cfae84f6137d,FWWMNW04001Q00104,176.762500,2026-04-08 23:39:00.000,2026-04-08 23:50:15.622,2026-04-08 23:50:15.622
dcc809e357d3418d8276cc5e1601009b,FWWMNW04001Q00101,0.298000,2026-04-08 23:52:00.000,2026-04-09 00:00:15.866,2026-04-09 00:00:15.866
"420364d7b76f47368ef60fc087d70f17",FWWMNW03001Q00102,8.441000,2026-04-08 23:52:00.000,2026-04-09 00:00:15.866,2026-04-09 00:00:15.866
"94b29404c9d048b3a58c030985cbc56b",FWWMNW04001Q00104,176.686400,2026-04-08 23:55:00.000,2026-04-09 00:05:15.366,2026-04-09 00:05:15.366
b55162b7df2543569a8f1548cd1861b0,FWWMNW04001Q00101,0.293000,2026-04-09 00:04:00.000,2026-04-09 00:11:34.288,2026-04-09 00:11:34.288
ef3d0c6219b64cf2bff90de98c4a7b23,FWWMNW04001Q00104,176.544000,2026-04-09 00:04:00.000,2026-04-09 00:11:34.288,2026-04-09 00:11:34.288
e733ae87dc1942c5bba6c32868b778a6,FWWMNW03001Q00102,8.443000,2026-04-09 00:03:00.000,2026-04-09 00:11:34.288,2026-04-09 00:11:34.288
bbf387ec8c2e4122a8d19a2ce4ad254d,FWWMNW04001Q00101,0.280000,2026-04-09 00:19:00.000,2026-04-09 00:31:41.006,2026-04-09 00:31:41.006
c232b4ec2aa141769a8729078cdd6061,FWWMNW04001Q00104,176.181000,2026-04-09 00:24:00.000,2026-04-09 00:31:41.006,2026-04-09 00:31:41.006
"9de847036dcc4c9488b403d5da2b3ebb",FWWMNW03001Q00102,8.443000,2026-04-09 00:19:00.000,2026-04-09 00:31:41.006,2026-04-09 00:31:41.006
"0c02e04322bd4156905a883187ad0acf",FWWMNW04001Q00101,0.241000,2026-04-09 00:37:00.000,2026-04-09 00:45:15.311,2026-04-09 00:45:15.311
"30de685bdbf24cea94ec7a6389ae74c7",FWWMNW03001Q00102,8.444000,2026-04-09 00:35:00.000,2026-04-09 00:45:15.311,2026-04-09 00:45:15.311
"8a6348c058424103a17f22514cb77643",FWWMNW04001Q00104,175.732600,2026-04-09 00:39:00.000,2026-04-09 00:50:15.004,2026-04-09 00:50:15.004
"1df8f6d26c0c4af5897d7a69330c77a6",FWWMNW04001Q00101,0.235000,2026-04-09 00:55:00.000,2026-04-09 01:05:15.709,2026-04-09 01:05:15.709
"5f4258344ac148519e6a15e4f265a39d",FWWMNW03001Q00102,8.443000,2026-04-09 00:55:00.000,2026-04-09 01:05:15.709,2026-04-09 01:05:15.709
"81e59408a7694505b890a8310e8e984b",FWWMNW04001Q00104,175.862400,2026-04-09 00:59:00.000,2026-04-09 01:10:21.264,2026-04-09 01:10:21.264
"1c2d5589c9524b188ed5f88fd4edf3f9",FWWMNW04001Q00101,0.234000,2026-04-09 01:15:00.000,2026-04-09 01:25:15.070,2026-04-09 01:25:15.070
f62226fe692e431d982341a9c6acd97d,FWWMNW04001Q00104,175.714900,2026-04-09 01:15:00.000,2026-04-09 01:25:15.070,2026-04-09 01:25:15.070
"0bd4d98fc01a41cd8e26c023791ef32a",FWWMNW03001Q00102,8.443000,2026-04-09 01:12:00.000,2026-04-09 01:25:15.070,2026-04-09 01:25:15.070
ff7ec4cdac9143b2a7a58685e4738637,FWWMNW04001Q00101,0.225000,2026-04-09 01:32:00.000,2026-04-09 01:40:15.317,2026-04-09 01:40:15.317
d20bf71a26ef43e0926c9db4cf10efcd,FWWMNW04001Q00104,175.962200,2026-04-09 01:32:00.000,2026-04-09 01:40:15.317,2026-04-09 01:40:15.317
a20725d47f30486b82d86a65f01cf85c,FWWMNW03001Q00102,8.443000,2026-04-09 01:30:00.000,2026-04-09 01:40:15.317,2026-04-09 01:40:15.317
"04dce5e39ed249fabb084e0e87c43f46",FWWMNW03001Q00102,8.443000,2026-04-09 01:46:00.000,2026-04-09 01:55:15.305,2026-04-09 01:55:15.305
